Cycle_Type,Ambient_Temperature,Cycle_Time,Voltage_Measured,Current_Measured,Temperature_Measured,Current_Charge,Voltage_Charge,Time_Point,Capacity,Actual_SoH
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.158728515339461,1.5116829574757211,25.95491218901589,1.5,4.893,403.0,590.318124,29515.9062
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.159144323451336,1.5080375655085134,25.969578917112045,1.5,4.888,406.735,595.9206240000001,29796.031200000005
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.15956944630827,1.5115330625402172,25.9717492174787,1.5,4.888,410.5,601.5681240000001,30078.406200000005
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.160442380303189,1.5096706991798856,25.98196663762098,1.5,4.888,414.266,607.2171240000001,30360.856200000006
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.161218557590415,1.5122193496033285,25.99108854945479,1.498,4.888,418.047,612.8810620000002,30644.05310000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.161405352726633,1.5098053514483978,26.00712929392696,1.5,4.888,421.844,618.5765620000001,30928.828100000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.162301331380399,1.507115283528887,26.019285571460887,1.498,4.888,425.641,624.2644680000001,31213.223400000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.162529167201433,1.5128316747254884,26.029049123695795,1.5,4.893,429.469,630.006468,31500.3234
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.163314022983728,1.5094196970196,26.04392510349872,1.498,4.893,433.282,635.718342,31785.9171
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.163946723627856,1.5116738166014303,26.05969508269649,1.498,4.893,437.219,641.6159680000001,32080.798400000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.164394364948189,1.5117870629116512,26.073227146913013,1.498,4.893,441.078,647.39675,32369.8375
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.165101532740868,1.5110341171712065,26.08403697284141,1.498,4.893,444.938,653.17903,32658.9515
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.166015400414208,1.5113343903026148,26.09546362148977,1.5,4.893,448.875,659.0845300000001,32954.226500000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.166136883656155,1.5138319710314807,26.11121564923323,1.5,4.893,452.766,664.9210300000001,33246.0515
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.167115832426268,1.5107172232116095,26.12740179506253,1.498,4.899,456.75,670.8890620000001,33544.453100000006
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.167368914474147,1.5105792034991274,26.145550404985297,1.498,4.899,460.672,676.7642180000001,33838.210900000005
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.167813863651339,1.509939551285293,26.15139987435056,1.5,4.899,464.625,682.6937180000001,34134.685900000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.168838219430713,1.511854729647966,26.16759194180741,1.5,4.899,468.563,688.6007180000001,34430.03590000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.169355568996652,1.509800833275668,26.173092866202023,1.498,4.899,472.547,694.5687500000003,34728.437500000015
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.169937459189023,1.5102516447460037,26.18490009549437,1.5,4.899,476.578,700.6152500000002,35030.76250000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1703373688806735,1.5124745384784295,26.19427516453464,1.5,4.899,480.547,706.5687500000003,35328.437500000015
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.17100193917899,1.509765697872782,26.21555529122856,1.498,4.899,484.547,712.5607500000002,35628.03750000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.171613342195354,1.5093604484526022,26.23529494547151,1.498,4.904,488.594,718.6231560000001,35931.15780000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.172450821371313,1.5104725319446486,26.25296720991588,1.5,4.899,492.657,724.717656,36235.8828
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.172940946157394,1.505554683486582,26.26206608617125,1.5,4.904,496.735,730.8346560000001,36541.732800000005
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1735994739804045,1.5109455459412655,26.27429501542438,1.5,4.904,500.813,736.9516560000001,36847.582800000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.174126865038869,1.512367053546802,26.2884948076118,1.498,4.904,504.907,743.084468,37154.2234
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.175054974515076,1.5112014218873429,26.310472231239068,1.5,4.904,508.985,749.2014680000001,37460.0734
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.175383167584911,1.5108152250150069,26.31323689041259,1.5,4.904,513.063,755.318468,37765.9234
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.176212397834712,1.512294682217965,26.337734066555296,1.498,4.904,517.172,761.4737500000001,38073.68750000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.176635184350063,1.5106569040641495,26.35125938396959,1.5,4.904,521.344,767.7317500000001,38386.58750000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.177431803497488,1.5107382310370148,26.36897474361556,1.5,4.91,525.532,774.0137500000001,38700.6875
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1778925533373945,1.5115663128746102,26.38832114875888,1.5,4.91,529.766,780.36475,39018.237499999996
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.178618421213852,1.5089219602640334,26.39616914565909,1.5,4.91,533.953,786.64525,39332.262500000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.17919248555979,1.5105219738260467,26.40524251346623,1.5,4.91,538.141,792.92725,39646.362499999996
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.17974086377633,1.5108768514286464,26.428923386136493,1.498,4.91,542.391,799.2937499999999,39964.6875
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.180613066809264,1.5125567263336417,26.44378602465316,1.498,4.91,546.61,805.613812,40280.6906
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.181377535172759,1.5120550714206225,26.46142675444843,1.5,4.915,550.844,811.9648120000002,40598.240600000005
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1819059388657225,1.5104570417099374,26.47302430483443,1.498,4.915,555.125,818.3777500000001,40918.887500000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.182642916472814,1.5098740161950546,26.491227204794733,1.5,4.915,559.422,824.8232500000001,41241.162500000006
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.183287010928415,1.5106555364454997,26.51109086759155,1.498,4.915,563.766,831.3305620000001,41566.5281
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.183925670873427,1.507886502282981,26.523589757170804,1.498,4.915,568.11,837.8378740000002,41891.89370000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.184656785982671,1.5070596025887333,26.53545112347329,1.5,4.915,572.5,844.4228740000001,42221.14370000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.185448237442615,1.5091635595364727,26.556614937849325,1.5,4.915,576.907,851.0333740000001,42551.6687
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.185996834380906,1.5113257416119137,26.58188263954543,1.5,4.915,581.344,857.6888740000002,42884.44370000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.186700366412937,1.5118203412910205,26.59676759727236,1.5,4.921,585.766,864.321874,43216.0937
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.187752893503909,1.508499717836944,26.60524639347308,1.5,4.921,590.157,870.9083740000001,43545.4187
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1881565970463255,1.511445356584255,26.643922302183444,1.5,4.921,594.547,877.4933740000001,43874.66870000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.188818500229633,1.5134212957367843,26.66262036057869,1.5,4.921,598.969,884.1263740000002,44206.31870000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1896880056142205,1.508143756900655,26.68490200918859,1.5,4.921,603.422,890.8058740000001,44540.29370000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.19038027641118,1.5073388983155167,26.697789516419643,1.5,4.921,607.907,897.5333740000001,44876.6687
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.191051803911107,1.5134266212278924,26.71950154181328,1.5,4.921,612.516,904.446874,45222.3437
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.19181776049244,1.5134150287077817,26.737509822186567,1.5,4.926,617.141,911.384374,45569.2187
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.192678063356206,1.508687335780195,26.75830691195844,1.498,4.926,621.641,918.125374,45906.2687
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.193497045480272,1.5103614102510596,26.77441526732762,1.5,4.926,626.157,924.899374,46244.9687
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.194676850704672,1.510870945733238,26.792727225157822,1.5,4.926,630.719,931.7423740000002,46587.118700000006
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.195006383672558,1.5091670395878891,26.80388836365473,1.5,4.926,635.266,938.562874,46928.1437
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.195974363208359,1.5119091010535342,26.827761321685564,1.5,4.926,639.875,945.476374,47273.818699999996
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1968079949995785,1.510434531467521,26.849975936941146,1.5,4.926,644.532,952.461874,47623.0937
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.197470642344388,1.51027939977552,26.867370143440933,1.5,4.926,649.188,959.445874,47972.2937
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.198110774557541,1.5128942214116712,26.88772937335689,1.5,4.931,653.828,966.405874,48320.2937
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.1992195688468055,1.5112444899919342,26.91294509645715,1.5,4.931,658.485,973.391374,48669.5687
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.199938209145559,1.5124878372301165,26.931930925566167,1.498,4.931,663.172,980.4125,49020.625
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.200618919711388,1.5103905899003374,26.954788872950367,1.498,4.931,667.891,987.481562,49374.078100000006
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.201337276982482,1.508606102625273,26.968090839370323,1.497,4.931,673.0,995.129735,49756.48675
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.20212858707177,1.5092160494163698,26.98783524253115,1.496,4.931,677.891,1002.446671,50122.33355
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.203111946516284,1.507532963465214,27.022082686657622,1.494,4.931,682.75,1009.706017,50485.30085
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.203634961583863,1.5059766058214354,27.042297159349832,1.493,4.931,687.672,1017.054563,50852.72815
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.2042775576162255,1.500668279355625,27.05371155514268,1.49,4.931,692.547,1024.318313,51215.91565
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.204868476016657,1.5002150501445035,27.068496369199515,1.489,4.931,697.5,1031.69333,51584.66650000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.205494336612454,1.4979819144032749,27.09228114146614,1.488,4.931,702.5,1039.13333,51956.66649999999
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207374073122079,1.5060491047960964,27.10640404979461,1.496,4.931,707.422,1046.496642,52324.8321
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207509225368303,1.496159051548832,27.122685380147736,1.485,4.926,712.453,1053.967677,52698.383850000006
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.2072791190867465,1.4835950426780014,27.140181031373626,1.473,4.921,717.516,1061.425476,53071.273799999995
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.2068467392337725,1.474171013539045,27.16948792497312,1.462,4.915,722.907,1069.3071180000002,53465.35590000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206933079186871,1.4636578393203847,27.18203026636334,1.451,4.91,728.078,1076.810239,53840.51194999999
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206871032567759,1.4494018481666648,27.194977586605496,1.44,4.904,733.297,1084.3255990000002,54216.27995000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206263322735187,1.4393164275078625,27.225559885441125,1.429,4.899,738.516,1091.78355,54589.177500000005
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.20724487798342,1.438497685122083,27.23802909585781,1.428,4.899,744.141,1099.81605,54990.8025
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207092730018693,1.42602717863165,27.25166092644585,1.416,4.893,749.532,1107.4497060000003,55372.485300000015
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206553827436091,1.417110329169272,27.26788269934799,1.406,4.888,754.907,1115.0069560000004,55750.34780000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206056646578424,1.4055241655835962,27.28099510505623,1.394,4.883,760.344,1122.5861340000004,56129.306700000016
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206860546827577,1.4055780762707215,27.292204142551107,1.392,4.883,765.75,1130.1112860000003,56505.56430000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206523579908297,1.389772402560716,27.30241183281266,1.382,4.877,771.282,1137.7565100000004,56887.82550000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206420412971696,1.3800131183895807,27.3194960537556,1.371,4.872,777.203,1145.8742010000003,57293.710050000016
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206997847180167,1.3809153488509711,27.336830781040767,1.369,4.872,782.891,1153.6610730000002,57683.05365000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.2068400876585095,1.370005075891546,27.33871223692225,1.358,4.866,788.547,1161.3419210000004,58067.09605000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.20645506762038,1.356857322125817,27.354107104885912,1.348,4.861,794.235,1169.0093450000004,58450.467250000016
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207056413632294,1.3571235508456572,27.363772330448803,1.346,4.861,799.907,1176.6438570000005,58832.19285000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207079805500142,1.3462684080239706,27.37361874254664,1.335,4.856,805.594,1184.2360020000006,59211.80010000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206451207712604,1.3357755400947005,27.38288727666232,1.323,4.85,811.344,1191.8432520000006,59592.162600000025
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207088630769513,1.335635253943414,27.392652154836988,1.323,4.85,817.063,1199.4094890000006,59970.47445000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.2070534319859805,1.3204890043231163,27.40751882300619,1.312,4.845,822.844,1206.9941610000008,60349.70805000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206958657601547,1.307257301770698,27.409752858679017,1.3,4.839,828.61,1214.489961000001,60724.498050000046
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206549051100595,1.2992029319002594,27.41587763126877,1.291,4.834,834.469,1222.0539300000007,61102.696500000035
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207099089856112,1.298662004032939,27.42455162195261,1.289,4.834,840.282,1229.5468870000009,61477.34435000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206854110111696,1.2910015171740985,27.42900578094884,1.277,4.829,846.188,1237.088849000001,61854.442450000046
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207511104389857,1.2868782530916345,27.434927565717285,1.276,4.829,851.985,1244.485821000001,62224.29105000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.208265396889609,1.2842115519569062,27.437189974346467,1.274,4.829,857.938,1252.0699430000006,62603.49715000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.208185518811724,1.2748032557974345,27.44261845301428,1.263,4.823,863.797,1259.4698600000006,62973.49300000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207903269273785,1.2620127491828097,27.445134031590747,1.252,4.818,869.766,1266.9430480000003,63347.15240000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.2074938007198535,1.2522358838330103,27.442679881613323,1.242,4.812,875.766,1274.3950480000003,63719.75240000001
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207374126314669,1.2415167114830985,27.442055735213767,1.229,4.807,881.766,1281.7690480000006,64088.45240000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.206955053480363,1.2288302971806233,27.4406247286601,1.22,4.802,887.782,1289.1085680000006,64455.428400000026
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207787024658648,1.2267040927519557,27.4438935575414,1.218,4.802,893.782,1296.4165680000006,64820.82840000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.2072507051519725,1.218147935656572,27.437937041379875,1.208,4.796,899.797,1303.6826880000006,65184.134400000024
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207258327432604,1.201847296804284,27.4388021824424,1.195,4.791,905.844,1310.9088530000006,65545.44265000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207821533644017,1.2017779248422975,27.435295526867023,1.195,4.791,912.0,1318.2652730000004,65913.26365000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207654025649941,1.1935200930635863,27.440234361171747,1.183,4.785,918.172,1325.5667490000003,66278.33745000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207466474019798,1.178448377315885,27.427875068436784,1.172,4.78,924.297,1332.7452490000005,66637.26245000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.20823531524004,1.180244058162104,27.42657905101262,1.171,4.78,930.453,1339.9539250000005,66997.69625000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.2078289346672,1.1674998798062048,27.4159786801582,1.16,4.775,936.61,1347.0960450000005,67354.80225000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207631358011496,1.161358012765855,27.40745604438085,1.149,4.769,942.86,1354.2772950000003,67713.86475000002
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207094311498224,1.1479186941110775,27.39670367226549,1.138,4.764,949.032,1361.3010310000006,68065.05155000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207550043968188,1.145672698754762,27.38406306907548,1.137,4.758,955.297,1368.4243360000007,68421.21680000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207308121617809,1.1340954225691904,27.388548197699546,1.126,4.758,961.594,1375.5147580000007,68775.73790000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207088336101563,1.1244929371471784,27.37581452326417,1.115,4.753,967.922,1382.5704780000008,69128.52390000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207665670695298,1.1242838375123891,27.36915044198391,1.114,4.753,974.203,1389.5675120000008,69478.37560000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207134498842804,1.111123927289162,27.35545451637058,1.103,4.748,980.5,1396.513103000001,69825.65515000005
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207988149921037,1.1119529827438424,27.350448845205584,1.102,4.748,986.813,1403.4700290000007,70173.50145000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207865098721933,1.097702008170506,27.33882382478508,1.092,4.742,993.188,1410.4315290000009,70521.57645000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207640966056706,1.0912105473699183,27.328047214559543,1.081,4.737,999.641,1417.4072220000007,70870.36110000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207319242272252,1.0763446766866438,27.31760875022941,1.07,4.731,1006.094,1424.3119320000008,71215.59660000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.2076456303197896,1.076560340361431,27.308762272948,1.069,4.731,1012.547,1431.2101890000008,71560.50945000004
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207494501211981,1.0676257034337555,27.292775985273824,1.06,4.726,1019.0,1438.0503690000007,71902.51845000003
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.20778581128022,1.0645954680715377,27.280293130054662,1.058,4.726,1025.516,1444.944297000001,72247.21485000005
charge,[24],[[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01]],4.207396757608061,1.0538198370250105,27.273203769680805,1.046,4.721,1032.0,1451.7265610000009,72586.32805000004
